unitid,majornum,"cipcode",awlevel,crace01,crace02,crace03,crace04,crace05,crace06,crace07,crace08,crace09,crace10,crace11,crace12,crace13,crace14,crace15,crace16
153603,1,"09.0000",7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
153603,1,"11.0000",5,13,7,1,0,0,0,3,1,0,0,59,5,3,0,79,13
153603,1,"11.0000",7,30,13,0,0,0,0,1,0,0,0,2,0,0,0,33,13
153603,1,"11.0000",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
153603,1,"13.0000",5,0,2,2,5,0,1,0,0,1,0,97,229,6,3,106,240
153603,1,"13.0000",7,2,3,3,5,0,0,0,1,0,1,46,76,2,2,53,88
153603,1,"13.0000",9,3,2,4,3,0,0,0,0,0,0,6,8,0,1,13,14
153603,1,"14.0000",5,77,16,6,0,0,0,24,4,6,3,447,90,14,4,574,117
153603,1,"14.0000",7,70,21,1,0,0,0,2,0,1,1,47,8,3,0,124,30
153603,1,"14.0000",9,32,7,0,0,0,0,0,0,0,0,9,1,1,0,42,8
153603,1,"16.0000",5,1,2,0,1,0,0,0,1,0,0,8,24,2,1,11,29
153603,1,"19.0000",5,4,8,2,2,0,1,1,3,0,2,10,128,0,2,17,146
153603,1,"19.0000",7,0,9,0,0,0,0,0,1,0,1,0,18,1,0,1,29
153603,1,"19.0000",9,0,4,1,0,0,0,0,0,0,1,4,9,1,1,6,15
153603,1,"23.0000",5,0,1,0,5,1,0,1,1,0,0,18,55,2,3,22,65
153603,1,"23.0000",7,0,1,0,0,0,0,0,1,0,0,13,12,1,1,14,15
153603,1,"23.0000",9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
153603,1,"24.0000",5,0,0,2,3,1,1,0,1,0,1,39,56,0,2,42,64
153603,1,"24.0000",7,0,1,0,1,0,0,0,0,0,0,3,8,3,0,6,10
153603,1,"26.0000",5,5,2,1,2,0,0,3,1,1,3,62,111,3,3,75,122
153603,1,"26.0000",7,4,10,1,0,0,0,0,1,0,0,15,14,2,3,22,28
153603,1,"26.0000",9,9,6,0,0,0,0,0,0,0,0,11,6,1,2,21,14
153603,1,"27.0000",5,1,0,0,0,0,0,1,1,0,0,8,4,0,0,10,5
153603,1,"27.0000",7,9,10,0,0,0,0,0,0,0,0,5,3,1,0,15,13
153603,1,"27.0000",9,3,3,0,0,0,0,0,0,0,0,1,1,0,1,4,5
153603,1,"30.0000",5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2
153603,1,"31.0000",5,2,0,1,1,1,0,0,0,2,1,60,63,2,4,68,69
153603,1,"31.0000",7,0,0,1,0,0,0,0,0,0,0,6,12,0,0,7,12
153603,1,"38.0000",5,0,0,0,0,0,0,0,0,0,0,5,3,1,1,6,4
153603,1,"40.0000",5,0,0,0,0,0,0,0,0,0,0,15,14,1,0,16,14
153603,1,"40.0000",7,4,3,0,0,0,0,0,0,0,0,5,4,1,0,10,7
153603,1,"40.0000",9,13,4,0,0,0,0,1,0,0,0,13,1,1,0,28,5
153603,1,"42.0000",5,0,1,0,2,0,0,0,0,1,3,25,78,0,0,26,84
153603,1,"42.0000",7,0,0,0,0,0,0,1,0,0,0,3,7,0,0,4,7
153603,1,"42.0000",8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3
153603,1,"42.0000",9,0,0,0,0,0,0,1,0,0,0,3,6,0,1,4,7
153603,1,"44.0000",5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3
153603,1,"44.0000",7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2
153603,1,"45.0000",5,0,3,7,3,1,0,0,3,2,4,86,90,8,6,104,109
153603,1,"45.0000",7,9,1,1,0,0,0,1,1,0,0,11,7,0,1,22,10
153603,1,"45.0000",9,3,3,1,0,0,0,0,1,0,0,8,1,1,0,13,5
153603,1,"50.0000",5,6,7,2,3,1,0,2,4,1,3,65,136,3,5,80,158
153603,1,"50.0000",7,1,3,0,0,0,0,0,0,0,0,1,8,0,0,2,11
153603,1,"51.0000",5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,5
153603,1,"51.0000",7,1,1,0,0,0,0,0,1,0,0,5,2,0,0,6,4
153603,1,"51.0000",9,1,1,0,0,0,0,0,0,0,0,2,0,0,0,3,1
153603,1,"51.2401",10,0,0,0,0,0,0,0,0,0,0,34,63,0,0,34,63
153603,1,"52.0000",5,25,40,7,5,3,1,10,12,0,1,372,260,17,8,434,327
153603,1,"52.0000",7,19,7,1,0,0,0,0,2,0,1,42,18,1,2,63,30
153603,1,"52.0000",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153603,1,"99.0000",5,144,95,34,38,9,6,52,37,16,22,1812,1640,73,52,2140,1890
153603,1,"99.0000",7,153,93,11,6,0,0,5,8,3,4,240,220,17,9,429,340
153603,1,"99.0000",8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3
153603,1,"99.0000",9,73,33,6,3,0,0,2,1,0,1,63,37,6,7,150,82
153603,1,"99.0000",10,0,0,0,0,0,0,0,0,0,0,34,63,0,0,34,63
153603,2,"01.0000",5,1,0,0,0,0,0,0,0,0,0,5,2,0,0,6,2
153603,2,"02.0000",5,0,0,0,0,0,0,0,0,0,0,6,7,0,0,6,7
153603,2,"02.0000",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153603,2,"03.0000",5,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3,3
153603,2,"03.0000",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153603,2,"09.0000",5,0,0,0,0,0,0,0,0,0,0,2,7,0,0,2,7
153603,2,"13.0000",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
153603,2,"14.0000",9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
153603,2,"16.0000",5,0,0,0,1,0,0,0,0,0,1,2,9,2,0,4,11
153603,2,"19.0000",5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
153603,2,"23.0000",5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,7
153603,2,"26.0000",5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1
153603,2,"26.0000",7,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,3
153603,2,"26.0000",9,0,2,0,0,0,0,0,0,0,0,3,1,0,0,3,3
153603,2,"27.0000",5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
153603,2,"27.0000",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153603,2,"30.0000",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
153603,2,"38.0000",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
153603,2,"40.0000",5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2
153603,2,"42.0000",5,1,0,0,0,0,0,0,0,0,0,2,3,0,0,3,3
153603,2,"44.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153603,2,"45.0000",5,0,1,0,0,0,0,0,1,0,1,16,16,0,0,16,19
153603,2,"50.0000",5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
153603,2,"52.0000",5,3,9,0,2,0,0,1,2,0,0,48,54,4,1,56,68
153603,2,"99.0000",5,5,10,0,3,0,0,2,3,1,2,91,127,7,1,106,146
153603,2,"99.0000",7,0,1,0,0,0,0,0,0,0,0,2,1,0,1,2,3
153603,2,"99.0000",9,3,3,0,0,0,0,0,0,0,0,3,2,0,0,6,5
153621,1,"09.0000",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
153621,1,"11.0000",5,0,0,1,0,0,0,0,0,1,0,1,2,0,0,3,2
153621,1,"13.0000",5,0,0,0,1,0,0,0,0,0,0,11,46,0,0,11,47
153621,1,"23.0000",5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
153621,1,"26.0000",5,1,1,0,0,0,0,0,0,0,0,1,3,0,0,2,4
153621,1,"27.0000",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
153621,1,"31.0000",5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4
153621,1,"40.0000",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153621,1,"42.0000",5,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5
153621,1,"43.0000",5,0,0,1,0,0,0,0,0,0,0,4,3,0,0,5,3
153621,1,"45.0000",5,1,0,0,0,0,0,0,0,0,0,3,5,0,0,4,5
153621,1,"50.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153621,1,"51.0000",5,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,12
153621,1,"52.0000",5,1,1,0,0,0,0,1,0,0,0,12,29,0,0,14,30
153621,1,"99.0000",5,4,2,3,1,0,0,1,0,1,0,44,111,0,0,53,114
153621,2,"11.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153621,2,"13.0000",5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
153621,2,"26.0000",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
153621,2,"42.0000",5,1,0,1,0,0,0,0,0,0,0,1,3,0,0,3,3
153621,2,"43.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153621,2,"45.0000",5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
153621,2,"52.0000",5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3
153621,2,"99.0000",5,3,1,1,0,0,0,0,0,0,0,1,14,0,0,5,15
153630,1,"01.0000",3,0,0,0,0,0,0,0,0,8,7,9,0,0,0,17,7
153630,1,"08.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
153630,1,"08.0000",3,0,0,0,0,0,0,0,0,0,0,5,5,1,1,6,6
153630,1,"10.0000",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153630,1,"15.0000",1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0
153630,1,"15.0000",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153630,1,"15.0000",3,0,0,0,0,0,0,0,0,0,0,10,1,0,0,10,1
153630,1,"20.0000",3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,6
153630,1,"24.0000",1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
151829,1,"12.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151829,1,"12.0000",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151829,1,"99.0000",1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,12
151829,1,"99.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151829,1,"99.0000",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151865,1,"30.0000",7,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,3
151865,1,"39.0000",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
151865,1,"39.0000",7,4,2,0,0,0,0,0,0,0,0,2,7,0,0,6,9
151865,1,"39.0602",10,0,2,0,0,0,0,0,0,0,0,4,6,0,0,4,8
151865,1,"99.0000",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
151865,1,"99.0000",7,6,2,0,1,0,0,0,0,0,0,2,9,0,0,8,12
151865,1,"99.0000",10,0,2,0,0,0,0,0,0,0,0,4,6,0,0,4,8
151874,1,"12.0000",1,0,0,0,0,0,0,0,0,0,0,0,0,5,36,5,36
151874,1,"12.0000",2,0,0,0,27,0,0,0,0,0,0,0,3,8,1,8,31
151874,1,"13.0000",2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
151874,1,"99.0000",1,0,0,0,0,0,0,0,0,0,0,0,0,5,36,5,36
151874,1,"99.0000",2,0,0,0,29,0,0,0,0,0,0,0,4,8,1,8,34
151944,1,"51.0000",2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3
151944,1,"51.0000",3,0,0,0,3,0,0,0,0,0,0,6,24,0,0,6,27
151944,1,"52.0000",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151944,1,"52.0000",3,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,12
151944,1,"99.0000",2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
151944,1,"99.0000",3,0,1,0,4,0,0,0,0,0,0,6,34,0,0,6,39
151962,1,"12.0000",3,0,0,3,2,0,0,0,0,0,0,30,16,0,0,33,18
151962,1,"12.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151962,1,"99.0000",3,0,0,3,2,0,0,0,0,0,0,30,16,0,0,33,18
151962,1,"99.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152044,1,"95.0000",1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,11
152044,1,"95.0000",2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,1,22
152044,1,"99.0000",1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,11
152044,1,"99.0000",2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,1,22
152080,1,"03.0000",5,0,0,0,0,0,0,0,1,0,1,4,10,0,0,4,12
152080,1,"04.0000",5,2,2,1,1,0,0,2,3,2,1,16,13,0,0,23,20
152080,1,"04.0000",7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1
152080,1,"05.0000",5,0,0,1,0,0,1,0,3,0,0,17,31,0,0,18,35
152080,1,"11.0000",5,0,0,1,0,0,0,1,0,4,0,16,6,0,0,22,6
152080,1,"13.0000",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
152080,1,"13.0000",7,0,2,2,1,1,0,0,0,5,4,25,24,0,0,33,31
152080,1,"14.0000",5,1,0,2,0,1,0,4,2,10,1,98,27,0,0,116,30
152080,1,"14.0000",7,26,9,2,0,0,0,0,0,4,0,16,5,0,0,48,14
152080,1,"14.0000",9,11,1,1,0,0,0,0,0,0,0,7,3,0,0,19,4
152080,1,"16.0000",5,0,0,0,0,0,0,0,1,0,2,5,13,0,0,5,16
152080,1,"16.0000",7,3,2,0,0,0,0,0,0,0,1,1,5,0,0,4,8
152080,1,"22.0000",7,4,8,0,0,0,0,1,0,0,1,3,0,0,0,8,9
152080,1,"22.0000",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152080,1,"22.0101",10,1,1,1,1,2,0,5,4,5,5,93,69,0,0,107,80
152080,1,"23.0000",5,0,0,1,5,0,0,1,2,0,1,31,50,0,0,33,58
152080,1,"23.0000",7,1,2,0,1,0,0,1,1,2,1,9,9,0,0,13,14
152080,1,"23.0000",9,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,2
152080,1,"24.0000",5,0,0,0,0,0,0,0,0,2,0,16,23,0,0,18,23
152080,1,"26.0000",5,0,1,0,0,0,0,3,4,2,2,39,43,0,0,44,50
152080,1,"26.0000",7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
152080,1,"26.0000",9,8,1,0,0,0,0,0,0,0,0,2,6,0,0,10,7
152080,1,"27.0000",5,0,0,1,0,0,0,0,0,1,0,15,20,0,0,17,20
152080,1,"27.0000",7,4,3,0,0,0,0,0,0,0,0,0,1,0,0,4,4
152080,1,"27.0000",9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
152080,1,"30.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152080,1,"30.0000",7,7,9,0,0,0,0,1,0,0,0,1,3,0,0,9,12
152080,1,"30.0000",9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
152080,1,"38.0000",5,0,0,1,0,0,0,0,0,1,2,18,5,0,0,20,7
152080,1,"38.0000",7,1,0,0,0,0,0,0,0,1,0,5,1,0,0,7,1
152080,1,"38.0000",9,2,0,0,0,0,0,0,0,0,0,3,1,0,0,5,1
152080,1,"39.0000",5,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,9
152080,1,"39.0000",7,1,0,0,0,0,0,0,2,2,0,18,9,0,0,21,11
152080,1,"39.0000",9,0,0,0,0,0,0,0,1,0,0,8,3,0,0,8,4
152080,1,"39.0602",10,0,0,0,0,0,0,1,0,0,0,9,6,0,0,10,6
152080,1,"40.0000",5,0,0,0,1,0,0,0,0,2,0,18,7,0,0,20,8
152080,1,"40.0000",7,2,1,0,0,0,0,0,0,0,0,4,0,0,0,6,1
152080,1,"40.0000",9,4,4,2,0,0,0,1,0,0,0,9,2,0,0,16,6
152080,1,"42.0000",5,0,0,0,2,1,0,0,7,2,4,21,59,0,0,24,72
152080,1,"42.0000",7,0,2,0,1,0,0,0,0,1,0,1,4,0,0,2,7
152080,1,"42.0000",9,0,0,1,0,0,0,0,0,0,2,2,3,0,0,3,5
152080,1,"44.0000",7,1,1,0,0,0,0,0,0,0,0,13,25,0,0,14,26
152080,1,"45.0000",5,3,1,6,8,0,3,7,5,11,11,153,145,0,0,180,173
152080,1,"45.0000",7,1,4,0,1,0,0,1,0,1,0,9,6,0,0,12,11
152080,1,"45.0000",9,5,2,0,0,0,0,0,1,0,1,14,9,0,0,19,13
152080,1,"50.0000",5,0,0,0,0,0,1,1,2,1,2,23,24,0,0,25,29
152080,1,"50.0000",7,1,2,0,0,0,0,0,0,0,0,3,8,0,0,4,10
152080,1,"51.0000",5,0,0,1,3,0,0,6,3,9,6,74,86,0,0,90,98
152080,1,"52.0000",5,6,6,11,9,0,2,8,11,21,19,341,187,0,0,387,234
152080,1,"52.0000",7,36,23,6,4,1,0,5,3,10,6,187,70,0,0,245,106
152080,1,"99.0000",5,12,10,26,29,2,7,33,44,68,52,910,761,0,0,1051,903
152080,1,"99.0000",7,88,72,10,8,2,0,9,6,26,13,297,170,0,0,432,269
152080,1,"99.0000",9,32,8,4,2,0,0,1,2,0,3,50,30,0,0,87,45
152080,1,"99.0000",10,1,1,1,1,2,0,6,4,5,5,102,75,0,0,117,86
152080,2,"03.0000",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
152080,2,"05.0000",5,0,0,0,2,0,0,0,1,0,0,2,8,0,0,2,11
152080,2,"11.0000",5,4,3,4,7,0,0,5,6,5,5,93,86,0,0,111,107
152080,2,"16.0000",5,1,0,0,2,0,1,1,3,4,4,34,48,0,0,40,58
152080,2,"23.0000",5,0,0,0,0,0,0,0,0,0,0,15,11,0,0,15,11
152080,2,"24.0000",5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
152080,2,"27.0000",5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1
152080,2,"38.0000",5,0,0,1,0,0,0,1,0,2,2,25,13,0,0,29,15
152080,2,"39.0000",5,0,0,0,0,0,0,1,1,1,0,6,11,0,0,8,12
152080,2,"42.0000",5,0,0,0,0,0,0,0,1,1,1,12,28,0,0,13,30
152080,2,"45.0000",5,2,1,0,2,0,1,2,3,4,6,53,70,0,0,61,83
152080,2,"50.0000",5,0,0,0,1,0,0,0,3,1,0,12,19,0,0,13,23
152080,2,"99.0000",5,7,4,5,14,0,2,10,18,18,18,257,297,0,0,297,353
152099,1,"11.0000",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
152099,1,"12.0000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"12.0000",3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3
152099,1,"13.0000",5,0,0,0,0,0,0,0,1,0,0,10,32,0,0,10,33
152099,1,"23.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"24.0000",3,0,0,7,1,0,0,1,0,0,0,16,10,0,1,24,12
152099,1,"24.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"26.0000",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
152099,1,"27.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"31.0000",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
152099,1,"38.0000",5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,6,0
152099,1,"39.0602",10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
152099,1,"43.0000",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"43.0000",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152099,1,"45.0000",5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
152099,1,"46.0000",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152099,1,"47.0000",2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0
152099,1,"47.0000",3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,7,0
152099,1,"48.0000",2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,10,0
152099,1,"48.0000",3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4
152099,1,"50.0000",5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
152099,1,"52.0000",3,0,0,1,3,0,0,1,0,1,3,10,18,0,0,13,24
152099,1,"52.0000",5,0,1,5,5,0,0,0,0,3,1,44,56,0,0,52,63
152099,1,"52.0000",7,0,0,18,8,1,1,2,0,3,0,66,33,0,0,90,42
152099,1,"99.0000",2,0,0,1,0,0,0,0,0,0,0,31,1,0,0,32,1
152099,1,"99.0000",3,0,0,9,6,0,0,2,0,1,3,37,33,0,1,49,43
152099,1,"99.0000",5,0,1,6,5,0,0,1,1,3,1,61,96,0,0,71,104
152099,1,"99.0000",7,0,0,18,8,1,1,2,0,3,0,66,33,0,0,90,42
152099,1,"99.0000",10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
152099,2,"52.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152099,2,"99.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152150,1,"12.0000",2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17
152150,1,"99.0000",2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17
152220,1,"11.0000",3,0,0,0,2,0,0,0,1,0,0,4,3,0,0,4,6
152220,1,"22.0000",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152220,1,"51.0000",2,0,0,0,20,0,0,0,0,0,0,0,133,0,2,0,155
152220,1,"52.0000",2,0,0,0,13,0,0,0,0,0,0,0,22,0,1,0,36
152220,1,"99.0000",2,0,0,0,33,0,0,0,0,0,0,0,155,0,3,0,191
152220,1,"99.0000",3,0,0,0,2,0,0,0,1,0,0,4,3,0,0,4,6
152248,1,"09.0000",5,0,1,0,1,0,1,0,0,0,3,16,13,0,1,16,20
152248,1,"09.0000",7,0,0,0,1,0,0,0,0,1,0,1,6,0,0,2,7
152248,1,"11.0000",2,0,1,0,0,0,0,1,0,0,1,9,4,0,0,10,6
152248,1,"11.0000",5,0,1,1,2,0,0,0,1,3,3,29,11,0,0,33,18
152248,1,"13.0000",5,0,0,0,1,0,0,0,0,0,5,4,40,0,0,4,46
152248,1,"13.0000",7,0,0,1,6,0,1,0,0,0,2,15,47,0,0,16,56
152248,1,"14.0000",5,0,0,1,2,0,0,2,0,5,1,28,7,0,0,36,10
152248,1,"14.0000",7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1
152248,1,"15.0000",2,0,0,1,0,0,0,0,0,1,0,17,0,0,0,19,0
152248,1,"15.0000",3,0,0,7,2,0,1,0,0,9,1,42,2,0,0,58,6
152248,1,"15.0000",5,3,0,2,4,0,0,1,0,3,1,37,5,2,0,48,10
152248,1,"16.0000",5,0,0,0,1,0,0,0,0,1,2,4,1,0,0,5,4
152248,1,"19.0000",7,0,0,1,0,0,0,0,0,0,0,1,4,0,0,2,4
152248,1,"20.0000",3,0,0,1,6,0,0,0,0,0,5,0,22,0,0,1,33
152248,1,"23.0000",5,0,0,0,0,0,0,0,0,0,1,4,15,0,0,4,16
152248,1,"23.0000",7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1
152248,1,"24.0000",3,0,0,0,1,0,0,0,0,1,1,1,6,0,0,2,8
152248,1,"26.0000",5,0,0,0,1,0,0,0,1,1,0,6,11,0,1,7,14
152248,1,"26.0000",7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2
152248,1,"27.0000",5,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,4
152248,1,"27.0000",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
152248,1,"38.0000",5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
152248,1,"40.0000",5,0,0,1,0,0,0,0,1,0,0,3,4,0,0,4,5
152248,1,"41.0000",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
152248,1,"42.0000",5,0,0,3,4,0,0,0,0,1,6,7,37,0,1,11,48
152248,1,"45.0000",5,0,0,1,6,1,0,0,1,4,9,18,25,0,1,24,42
152248,1,"48.0000",3,0,0,0,0,0,0,0,0,1,0,4,2,0,0,5,2
152248,1,"51.0000",3,0,0,0,8,0,0,0,2,0,4,6,32,0,1,6,47
152248,1,"51.0000",5,0,0,0,3,0,0,0,0,0,2,3,19,0,0,3,24
152248,1,"51.0000",7,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,24
152248,1,"52.0000",2,0,0,3,1,0,0,0,0,6,4,36,16,1,0,46,21
152248,1,"52.0000",3,1,0,7,8,0,1,5,3,12,10,79,66,0,0,104,88
152248,1,"52.0000",5,0,1,4,10,0,1,2,2,3,12,54,91,1,0,64,117
152248,1,"52.0000",7,0,0,2,1,0,0,1,0,1,1,26,14,0,0,30,16
152248,1,"99.0000",2,0,1,4,1,0,0,1,0,7,5,62,20,1,0,75,27
152248,1,"99.0000",3,1,0,15,25,0,2,5,5,23,21,134,130,0,1,178,184
152248,1,"99.0000",5,3,3,13,35,1,2,5,6,21,46,215,283,3,4,261,379
152248,1,"99.0000",7,0,0,4,12,0,1,1,0,2,4,51,95,0,0,58,112
152266,1,"09.0000",2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4
152266,1,"13.0000",5,0,0,0,0,0,0,0,0,0,0,2,30,0,1,2,31
152266,1,"14.0000",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
152266,1,"15.0000",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
152266,1,"15.0000",3,0,0,0,0,0,0,0,0,0,0,23,6,1,0,24,6
152266,1,"15.0000",5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
152266,1,"23.0000",5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
152266,1,"24.0000",5,0,0,2,0,0,0,0,0,3,1,20,56,0,2,25,59
152266,1,"26.0000",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152266,1,"26.0000",5,0,0,0,0,0,0,0,0,1,0,2,7,0,0,3,7
152266,1,"48.0000",3,0,0,0,0,0,0,0,0,0,0,9,2,0,0,9,2
152266,1,"51.0000",3,0,0,0,1,0,1,1,3,0,2,1,42,0,1,2,50
152266,1,"52.0000",2,0,0,12,1,1,0,0,1,5,4,35,36,0,0,53,42
152266,1,"52.0000",3,0,0,13,2,2,2,1,0,4,1,59,59,1,1,80,65
152266,1,"52.0000",5,0,0,0,0,1,0,0,0,0,0,14,18,0,0,15,18
152266,1,"99.0000",2,0,0,12,1,1,0,0,1,5,4,37,39,0,1,55,46
152266,1,"99.0000",3,0,0,13,3,2,3,2,3,4,3,93,110,2,2,116,124
153825,2,"40.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153825,2,"42.0000",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153825,2,"45.0000",5,0,0,1,0,0,0,0,0,0,0,3,4,0,1,4,5
